,Year,Name,Tm,Team,Position,VetStatus,Salary,SalaryPerc,Rk,Code,Age,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
3809,2013,JJHardy,BAL,baltimore-orioles,SS,Vet,7416667,7.39,554,hardyjj01,30,AL,159,644,601,66,158,27,0,25,76,2,1,38,73,0.263,0.306,0.433,0.738,99,260,14,0,3,2,3
3810,2013,JJHoover,CIN,cincinnati-reds,RP,Pre-Arb,492500,0.47,602,hoovejj01,25,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3811,2013,JJPutz,ARI,arizona-diamondbacks,RP,Vet,6500000,7.36,1038,putzjj01,36,NL,37,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3812,2013,JoaquinArias,SFG,san-francisco-giants,SS,Arb 1,925000,0.66,36,ariasjo01,28,NL,102,236,225,17,61,9,2,1,19,1,0,4,33,0.271,0.284,0.342,0.627,79,77,4,1,4,2,1
3813,2013,JoaquinBenoit,DET,detroit-tigers,RP,Vet,5500000,3.54,85,benoijo01,35,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3814,2013,JobaChamberlain,NYY,new-york-yankees,RP,Arb 3,2150000,0.9,230,chambjo03,27,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3815,2013,JoeBlanton,LAA,los-angeles-angels,RP,Vet,6500000,4.6,110,blantjo01,32,AL,3,6,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-5,1,0,0,0,0,0
3816,2013,JoeKelly,STL,st.-louis-cardinals,RP,Pre-Arb,493000,0.41,668,kellyjo05,25,NL,39,40,33,4,5,1,0,0,2,0,0,0,8,0.152,0.171,0.182,0.353,-2,6,0,1,5,1,0
3817,2013,JoelPeralta,TBR,tampa-bay-rays,RP,Vet,3000000,4.02,987,peraljo01,37,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3818,2013,JoeMahoney,MIA,miami-marlins,1B,Pre-Arb,490000,1.36,779,mahonjo01,26,NL,9,29,29,2,8,1,0,1,4,0,0,0,4,0.276,0.276,0.414,0.69,87,12,0,0,0,0,0
3819,2013,JoeMauer,MIN,minnesota-twins,1B,Vet,23050000,28.3,812,mauerjo01,30,AL,113,508,445,62,144,35,0,11,47,0,1,61,89,0.324,0.404,0.476,0.88,142,212,7,0,0,2,7
3820,2013,JoeNathan,TEX,texas-rangers,RP,Vet,8050000,5.84,897,nathajo01,38,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3821,2013,JoeOrtiz,TEX,texas-rangers,RP,Pre-Arb,305245,0.22,944,ortizjo05,22,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3822,2013,JoeSaunders,SEA,seattle-mariners,SP,Vet,6500000,7.81,1172,saundjo01,32,AL,3,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0
3823,2013,JoeSmith,CLE,cleveland-indians,RP,Arb 3,3150000,3.39,1205,smithjo05,29,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3824,2013,JoeThatcher,ARI,arizona-diamondbacks,RP,Arb 2,457378,0.52,1263,thatcjo01,31,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3825,2013,JoeyButler,TEX,texas-rangers,LF,Pre-Arb,88360,0.06,174,butlejo04,27,AL,8,15,12,3,4,2,0,0,1,0,0,3,6,0.333,0.467,0.5,0.967,165,6,0,0,0,0,0
3826,2013,JoeyTerdoslavich,ATL,atlanta-braves,LF,Pre-Arb,232950,0.25,1260,terdojo01,24,NL,55,92,79,11,17,4,0,0,4,1,0,12,24,0.215,0.315,0.266,0.581,63,21,2,0,0,1,1
3827,2013,JoeyVotto,CIN,cincinnati-reds,1B,Arb 3,19050000,18.35,1323,vottojo01,29,NL,162,726,581,101,177,30,3,24,73,6,3,135,138,0.305,0.435,0.491,0.926,156,285,15,4,0,6,19
3828,2013,JohnAxford,STL,st.-louis-cardinals,RP,Pre-Arb,874316,0.73,49,axforjo01,30,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3829,2013,JohnBuck,PIT,pittsburgh-pirates,C,Vet,1129032,1.58,158,buckjo01,32,NL,9,24,24,1,8,0,0,0,2,0,0,0,5,0.333,0.333,0.333,0.667,91,8,1,0,0,0,0
3830,2013,JohnDanks,CHW,chicago-white-sox,SP,Vet,15750000,14.09,307,danksjo01,28,AL,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,2,0,0
3831,2013,JohnGast,STL,st.-louis-cardinals,P,Pre-Arb,372185,0.31,460,gastjo01,24,NL,3,6,5,1,0,0,0,0,0,0,0,1,3,0,0.167,0,0.167,-49,0,0,0,0,0,0
3832,2013,JohnHester,LAA,los-angeles-angels,C,Pre-Arb,59508,0.04,585,hestejo01,29,AL,1,1,0,1,0,0,0,0,0,0,0,1,0,NA,1,NA,NA,NA,0,0,0,0,0,0
3833,2013,JohnJaso,OAK,oakland-athletics,RF,Arb 1,1800000,2.68,634,jasojo01,29,AL,70,249,207,31,56,12,0,3,21,2,1,38,45,0.271,0.387,0.372,0.759,114,77,5,2,1,1,0
3834,2013,JohnLackey,BOS,boston-red-sox,SP,Vet,15950000,9.34,703,lackejo01,34,AL,3,6,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,1,0,0
3835,2013,JohnLannan,PHI,philadelphia-phillies,RP,Arb 3,2500000,1.53,716,lannajo01,28,NL,14,25,21,2,4,1,0,0,1,0,0,2,11,0.19,0.261,0.238,0.499,40,5,0,0,2,0,0
3836,2013,JohnMcDonald,BOS,boston-red-sox,SS,Vet,250000,0.15,832,mcdonjo03,38,AL,6,9,8,1,2,0,0,0,0,0,0,1,3,0.25,0.333,0.25,0.583,63,2,0,0,0,0,0
3837,2013,JohnnyCueto,CIN,cincinnati-reds,SP,Arb 3,7400000,7.13,301,cuetojo01,27,NL,9,22,20,1,3,0,0,0,1,0,0,0,5,0.15,0.15,0.15,0.3,-16,3,0,0,2,0,0
3838,2013,JohnnyGiavotella,KCR,kansas-city-royals,2B,Pre-Arb,126874,0.15,471,giavojo01,25,AL,14,48,41,4,9,3,0,0,4,0,0,5,4,0.22,0.333,0.293,0.626,74,12,0,2,0,0,0
3839,2013,JohnnyHellweg,MIL,milwaukee-brewers,RP,Pre-Arb,112459,0.13,571,hellwjo01,24,NL,8,11,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,1,0,0
3840,2013,JohnnyMonell,SFG,san-francisco-giants,C,Pre-Arb,74972,0.05,864,moneljo01,27,NL,8,9,8,2,1,0,0,0,1,0,0,0,3,0.125,0.222,0.125,0.347,3,1,0,1,0,0,0
3841,2013,JohnRyanMurphy,NYY,new-york-yankees,C,Pre-Arb,80327,0.03,893,murphjr01,22,AL,16,27,26,3,4,1,0,0,1,0,0,1,9,0.154,0.185,0.192,0.377,5,5,0,0,0,0,0
3842,2013,JonathanBroxton,CIN,cincinnati-reds,RP,Vet,4000000,3.85,154,broxtjo01,29,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3843,2013,JonathanHerrera,COL,colorado-rockies,SS,Pre-Arb,900000,1.14,582,herrejo03,28,NL,81,215,195,16,57,7,2,1,16,3,2,14,24,0.292,0.336,0.364,0.701,82,71,6,0,4,2,3
3844,2013,JonathanLucroy,MIL,milwaukee-brewers,C,Pre-Arb,2000000,2.27,765,lucrojo01,27,NL,147,580,521,59,146,25,6,18,82,9,1,46,69,0.28,0.34,0.455,0.795,116,237,16,5,0,8,2
3845,2013,JonathanPapelbon,PHI,philadelphia-phillies,RP,Vet,13000000,7.95,956,papeljo01,32,NL,58,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3846,2013,JonathanSchoop,BAL,baltimore-orioles,2B,Pre-Arb,74972,0.07,1181,schoojo01,21,AL,5,15,14,5,4,0,0,1,1,0,0,1,2,0.286,0.333,0.5,0.833,124,7,2,0,0,0,0
3847,2013,JonathanVillar,HOU,houston-astros,SS,Pre-Arb,187431,0.53,1312,villajo01,22,AL,58,241,210,26,51,9,2,1,8,18,8,24,71,0.243,0.321,0.319,0.64,79,67,5,0,7,0,1
3848,2013,JonGarland,COL,colorado-rockies,SP,Pre-Arb,500000,0.63,457,garlajo01,33,NL,12,21,19,0,3,1,0,0,0,0,0,0,5,0.158,0.158,0.211,0.368,-5,4,1,0,2,0,0
3849,2013,JonJay,STL,st.-louis-cardinals,CF,Pre-Arb,524000,0.43,635,jayjo02,28,NL,157,628,548,75,151,27,2,7,67,10,5,52,103,0.276,0.351,0.37,0.721,100,203,13,14,9,5,7
3850,2013,JonLester,BOS,boston-red-sox,SP,Vet,11625000,6.81,734,lestejo01,29,AL,2,7,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,1,0,0
3851,2013,JonnyGomes,BOS,boston-red-sox,LF,Vet,5000000,2.93,482,gomesjo01,32,AL,116,366,312,49,77,17,0,13,52,1,0,43,89,0.247,0.344,0.426,0.771,110,133,6,6,0,5,3
3852,2013,JonRauch,MIA,miami-marlins,RP,Vet,1000000,2.78,1067,rauchjo01,34,NL,15,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0
3853,2013,JordanDanks,CHW,chicago-white-sox,RF,Pre-Arb,315956,0.28,308,danksjo02,26,AL,79,179,160,15,37,7,0,5,12,7,2,18,57,0.231,0.313,0.369,0.682,85,59,5,1,0,0,0
3854,2013,JordanLyles,HOU,houston-astros,SP,Pre-Arb,404316,1.14,771,lylesjo01,22,AL,3,7,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,0,0,1,0,0
3855,2013,JordanPacheco,COL,colorado-rockies,3B,Pre-Arb,434655,0.55,953,pachejo01,27,NL,95,262,247,23,59,15,0,1,22,0,0,10,38,0.239,0.276,0.312,0.588,52,77,4,3,1,1,0
3856,2013,JordanSchafer,ATL,atlanta-braves,CF,Pre-Arb,512500,0.54,1176,schafjo02,26,NL,94,265,231,32,57,8,3,3,21,22,6,29,73,0.247,0.331,0.346,0.677,88,80,1,0,5,0,2
3857,2013,JordanWalden,ATL,atlanta-braves,RP,Pre-Arb,541500,0.57,1327,waldejo01,25,NL,46,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3858,2013,JordanZimmermann,WSN,washington-nationals,SP,Arb 1,5350000,4.58,1390,zimmejo02,27,NL,29,73,65,4,8,1,0,0,2,0,0,1,20,0.123,0.134,0.138,0.273,-25,9,0,0,6,1,0
3859,2013,JordyMercer,PIT,pittsburgh-pirates,SS,Pre-Arb,396284,0.55,848,mercejo03,26,NL,103,365,333,33,95,22,2,8,27,3,2,22,62,0.285,0.336,0.435,0.772,117,145,7,4,5,1,6
3860,2013,JorgeDeLaRosa,COL,colorado-rockies,RP,Vet,11000000,13.88,321,rosajo01,32,NL,28,59,52,2,2,0,0,0,0,0,0,2,21,0.038,0.074,0.038,0.113,-70,2,0,0,5,0,0
3861,2013,JoseAltuve,HOU,houston-astros,2B,Pre-Arb,505700,1.42,17,altuvjo01,23,AL,152,672,626,64,177,31,2,5,52,35,13,32,85,0.283,0.316,0.363,0.678,89,227,24,2,4,8,5
3862,2013,JoseAlvarez,DET,detroit-tigers,RP,Pre-Arb,144590,0.09,19,alvarjo02,24,AL,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,53,0,0,0,0,0,0
3863,2013,JoseBautista,TOR,toronto-blue-jays,RF,Vet,14000000,10.62,69,bautijo02,32,AL,118,528,452,82,117,24,0,28,73,7,2,69,84,0.259,0.358,0.498,0.856,132,225,13,3,0,4,2
3864,2013,JoseConstanza,ATL,atlanta-braves,RF,Pre-Arb,157978,0.17,275,constjo01,29,NL,21,31,31,2,8,0,0,0,3,0,3,0,5,0.258,0.258,0.258,0.516,44,8,1,0,0,0,0
3865,2013,JoseDominguez,LAD,los-angeles-dodgers,RP,Pre-Arb,251693,0.1,351,dominjo01,22,NL,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
3866,2013,JoseFernandez,MIA,miami-marlins,SP,Pre-Arb,490000,1.36,402,fernajo02,20,NL,25,58,50,5,11,1,1,1,5,0,0,0,20,0.22,0.216,0.34,0.556,50,17,2,0,7,1,0
3867,2013,JoseIglesias,DET,detroit-tigers,SS,Pre-Arb,190573,0.12,618,iglesjo01,23,AL,46,148,135,12,35,6,0,2,10,2,1,4,30,0.259,0.306,0.348,0.654,78,47,3,5,4,0,0
3868,2013,JoseLobaton,TBR,tampa-bay-rays,C,Pre-Arb,496500,0.67,746,lobatjo01,28,AL,100,311,277,38,69,15,2,7,32,0,1,30,65,0.249,0.32,0.394,0.714,99,109,5,0,2,2,0
3869,2013,JoseMijares,SFG,san-francisco-giants,RP,Arb 2,1800000,1.28,852,mijarjo01,28,NL,55,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3870,2013,JoseMolina,TBR,tampa-bay-rays,C,Vet,1800000,2.41,862,molinjo01,38,AL,99,313,283,26,66,14,0,2,18,2,1,22,63,0.233,0.29,0.304,0.594,68,86,11,2,3,3,1
3871,2013,JoseOrtega,DET,detroit-tigers,RP,Pre-Arb,107103,0.07,942,ortegjo01,24,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3872,2013,JoseQuintana,CHW,chicago-white-sox,SP,Pre-Arb,500000,0.45,1041,quintjo01,24,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
3873,2013,JoseReyes,TOR,toronto-blue-jays,3B,Vet,10000000,7.59,1078,reyesjo01,30,AL,93,419,382,58,113,20,0,10,37,15,6,34,47,0.296,0.353,0.427,0.78,113,163,6,1,0,2,2
3874,2013,JoseTabata,PIT,pittsburgh-pirates,RF,Pre-Arb,1166667,1.63,1248,tabatjo01,24,NL,106,341,308,35,87,17,5,6,33,3,1,23,45,0.282,0.342,0.429,0.771,118,132,6,5,5,0,0
3875,2013,JoseVeras,DET,detroit-tigers,RP,Arb 3,646994,0.42,1307,verasjo01,32,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3876,2013,JoshBeckett,LAD,los-angeles-dodgers,SP,Vet,17000000,7.09,73,beckejo02,33,NL,7,12,8,0,1,0,0,0,0,0,0,1,3,0.125,0.222,0.125,0.347,2,1,1,0,3,0,0
3877,2013,JoshCollmenter,ARI,arizona-diamondbacks,RP,Pre-Arb,504000,0.57,270,collmjo01,27,NL,46,12,11,1,1,0,0,0,0,0,0,0,5,0.091,0.167,0.091,0.258,-26,1,0,1,0,0,0
3878,2013,JoshDonaldson,OAK,oakland-athletics,3B,Pre-Arb,492500,0.73,353,donaljo02,27,AL,158,668,579,89,174,37,3,24,93,5,2,76,110,0.301,0.384,0.499,0.883,145,289,15,6,1,6,2
3879,2013,JoshEdgin,NYM,new-york-mets,RP,Pre-Arb,372147,0.37,376,edginjo01,26,NL,33,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3880,2013,JoshFields,HOU,houston-astros,RP,Pre-Arb,490000,1.38,405,fieldjo03,27,AL,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3881,2013,JoshHamilton,LAA,los-angeles-angels,LF,Vet,17400000,12.3,545,hamiljo03,32,AL,151,636,576,73,144,32,5,21,79,4,0,47,158,0.25,0.307,0.432,0.739,108,249,16,4,0,9,4
3882,2013,JoshHarrison,PIT,pittsburgh-pirates,2B,Pre-Arb,294103,0.41,560,harrijo05,25,NL,60,95,88,10,22,1,2,3,14,2,0,2,10,0.25,0.29,0.409,0.699,96,36,4,3,2,0,0
3883,2013,JoshJohnson,TOR,toronto-blue-jays,SP,Vet,13750000,10.43,651,johnsjo09,29,AL,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,55,0,0,0,0,0,0
3884,2013,JoshLueke,TBR,tampa-bay-rays,RP,Pre-Arb,163333,0.22,767,luekejo01,28,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3885,2013,JoshOutman,COL,colorado-rockies,RP,Pre-Arb,675000,0.85,949,outmajo01,28,NL,57,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
3886,2013,JoshPhegley,CHW,chicago-white-sox,C,Pre-Arb,490000,0.44,1005,phegljo01,25,AL,65,213,204,14,42,7,0,4,22,2,0,5,41,0.206,0.223,0.299,0.522,41,61,6,0,2,2,0
3887,2013,JoshPrince,MIL,milwaukee-brewers,CF,Pre-Arb,77650,0.09,1030,princjo01,25,NL,8,9,8,3,1,1,0,0,0,0,0,1,1,0.125,0.222,0.25,0.472,30,2,1,0,0,0,0
3888,2013,JoshReddick,OAK,oakland-athletics,RF,Pre-Arb,510000,0.76,1069,reddijo01,26,AL,114,441,385,54,87,19,2,12,56,9,2,46,86,0.226,0.307,0.379,0.686,91,146,4,2,1,7,1
3889,2013,JoshRoenicke,MIN,minnesota-twins,RP,Pre-Arb,505000,0.62,1114,roenijo01,30,AL,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
3890,2013,JoshRutledge,COL,colorado-rockies,SS,Pre-Arb,243661,0.31,1142,rutlejo01,24,NL,88,314,285,45,67,6,1,7,19,12,0,22,62,0.235,0.294,0.337,0.63,63,96,2,2,4,1,1
3891,2013,JoshSatin,NYM,new-york-mets,1B,Pre-Arb,295053,0.29,1171,satinjo01,28,NL,75,221,190,23,53,15,0,3,17,1,1,30,56,0.279,0.376,0.405,0.781,123,77,4,0,0,1,2
3892,2013,JoshThole,TOR,toronto-blue-jays,C,Arb 1,1250000,0.95,1266,tholejo01,26,AL,45,135,120,11,21,3,1,1,8,0,0,12,25,0.175,0.256,0.242,0.497,38,29,3,1,2,0,0
3893,2013,JoshWillingham,MIN,minnesota-twins,LF,Vet,7000000,8.59,1355,willijo03,34,AL,111,471,389,42,81,20,0,14,48,1,0,66,128,0.208,0.342,0.368,0.709,96,143,8,14,0,2,2
3894,2013,JoshWilson,ARI,arizona-diamondbacks,2B,Pre-Arb,294808,0.33,1358,wilsojo03,32,NL,30,65,60,9,12,1,1,1,4,0,0,5,17,0.2,0.262,0.3,0.562,55,18,6,0,0,0,0
3895,2013,JosmilPinto,MIN,minnesota-twins,C,Pre-Arb,83005,0.1,1016,pintojo01,24,AL,21,83,76,10,26,5,0,4,12,0,0,6,22,0.342,0.398,0.566,0.963,162,43,3,1,0,0,0
3896,2013,JPArencibia,TOR,toronto-blue-jays,1B,Pre-Arb,505600,0.38,35,arencjp01,27,AL,138,497,474,45,92,18,0,21,55,0,2,18,148,0.194,0.227,0.365,0.592,59,173,8,3,0,2,0
3897,2013,JPHowell,LAD,los-angeles-dodgers,RP,Vet,2850000,1.19,606,howeljp01,30,NL,61,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
3898,2013,JuanCenteno,NYM,new-york-mets,C,Pre-Arb,58907,0.06,226,centeju01,23,NL,4,10,10,0,3,0,0,0,1,0,0,0,1,0.3,0.3,0.3,0.6,72,3,0,0,0,0,0
3899,2013,JuanFrancisco,MIL,milwaukee-brewers,1B,Pre-Arb,325409,0.37,424,francju02,26,NL,89,270,240,26,53,10,1,13,32,0,1,25,95,0.221,0.3,0.433,0.733,99,104,3,3,0,2,3
3900,2013,JuanLagares,NYM,new-york-mets,CF,Pre-Arb,431092,0.43,707,lagarju01,24,NL,121,421,392,35,95,21,5,4,34,6,3,20,96,0.242,0.281,0.352,0.633,80,138,6,2,5,2,4
3901,2013,JuanNicasio,COL,colorado-rockies,RP,Pre-Arb,453437,0.57,912,nicasju01,26,NL,28,50,36,4,5,0,0,0,3,0,0,4,20,0.139,0.225,0.139,0.364,-3,5,0,0,10,0,0
3902,2013,JuanPerez,SFG,san-francisco-giants,LF,Pre-Arb,147267,0.1,994,perezju02,26,NL,34,97,89,8,23,5,0,1,8,2,0,6,21,0.258,0.302,0.348,0.65,86,31,3,0,1,1,0
3903,2013,JuanPierre,MIA,miami-marlins,LF,Vet,1600000,4.44,1011,pierrju01,35,NL,113,330,308,36,76,11,2,1,8,23,6,13,27,0.247,0.284,0.305,0.589,63,94,4,3,6,0,0
3904,2013,JuanUribe,LAD,los-angeles-dodgers,3B,Vet,7000000,2.92,1291,uribeju01,34,NL,132,426,388,47,108,22,2,12,50,5,0,30,81,0.278,0.331,0.438,0.769,116,170,12,2,3,3,3
3905,2013,JulioTeheran,ATL,atlanta-braves,SP,Pre-Arb,490000,0.52,1254,teherju01,22,NL,30,65,58,1,13,3,0,0,2,0,0,2,16,0.224,0.25,0.276,0.526,46,16,1,0,5,0,0
3906,2013,JunichiTazawa,BOS,boston-red-sox,RP,Pre-Arb,815000,0.48,1252,tazawju01,27,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3907,2013,JuniorLake,CHC,chicago-cubs,LF,Pre-Arb,152622,0.15,710,lakeju01,23,NL,64,254,236,26,67,16,0,6,16,4,4,13,68,0.284,0.332,0.428,0.76,108,101,2,4,1,0,0
3908,2013,JuricksonProfar,TEX,texas-rangers,SS,Pre-Arb,359530,0.26,1031,profaju01,20,AL,85,324,286,30,67,11,0,6,26,2,4,26,63,0.234,0.308,0.336,0.644,77,96,1,5,6,1,0
3909,2013,JustinDeFratus,PHI,philadelphia-phillies,RP,Pre-Arb,380218,0.23,318,defraju01,25,NL,54,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3910,2013,JustinGrimm,CHC,chicago-cubs,RP,Pre-Arb,190497,0.19,521,grimmju01,24,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3911,2013,JustinMasterson,CLE,cleveland-indians,RP,Arb 2,5678500,6.11,806,masteju01,28,AL,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,185,1,0,0,0,0,0
3912,2013,JustinMaxwell,KCR,kansas-city-royals,LF,Pre-Arb,166857,0.2,815,maxweju01,29,AL,35,111,97,14,26,6,1,5,17,2,1,11,35,0.268,0.351,0.505,0.857,131,49,3,2,0,1,0
3913,2013,JustinMorneau,PIT,pittsburgh-pirates,1B,Vet,2371584,3.32,877,morneju01,32,NL,25,92,77,6,20,4,0,0,3,0,0,13,12,0.26,0.37,0.312,0.681,96,24,3,1,0,1,1
3914,2013,JustinRuggiano,MIA,miami-marlins,RF,Pre-Arb,494500,1.37,1137,ruggiju01,31,NL,128,472,424,49,94,18,1,18,50,15,8,41,114,0.222,0.298,0.396,0.694,90,168,9,5,1,0,1
3915,2013,JustinSmoak,SEA,seattle-mariners,1B,Pre-Arb,514000,0.62,1207,smoakju01,26,AL,131,521,454,53,108,19,0,20,50,0,0,64,119,0.238,0.334,0.412,0.746,113,187,11,2,0,1,1
3916,2013,JustinTurner,NYM,new-york-mets,3B,Pre-Arb,504547,0.5,1286,turneju01,28,NL,86,214,200,12,56,13,1,2,16,0,1,11,34,0.28,0.319,0.385,0.704,100,77,6,1,1,1,1
3917,2013,JustinUpton,ATL,atlanta-braves,LF,Vet,9958333,10.49,1289,uptonju01,25,NL,149,643,558,94,147,27,2,27,70,8,1,75,161,0.263,0.354,0.464,0.818,124,259,12,5,1,4,4
3918,2013,JustinVerlander,DET,detroit-tigers,SP,Vet,20000000,12.88,1308,verlaju01,30,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
3919,2013,JustinWilson,PIT,pittsburgh-pirates,RP,Pre-Arb,493500,0.69,1359,wilsoju10,25,NL,54,6,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,0,0,1,0,0
3920,2013,KeithButler,STL,st.-louis-cardinals,P,Pre-Arb,149945,0.12,175,butleke01,24,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3921,2013,KellyJohnson,TBR,tampa-bay-rays,2B,Vet,2450000,3.29,652,johnske05,31,AL,118,407,366,41,86,12,2,16,52,7,4,35,99,0.235,0.305,0.41,0.715,99,150,4,3,0,3,1
3922,2013,KelvinHerrera,KCR,kansas-city-royals,RP/CL,Pre-Arb,508175,0.6,583,herreke01,23,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3923,2013,KendrysMorales,SEA,seattle-mariners,DH,Arb 3,5250000,6.31,872,moralke01,30,AL,156,657,602,64,167,34,0,23,80,0,0,49,114,0.277,0.336,0.449,0.785,123,270,21,5,0,1,6
3924,2013,KenleyJansen,LAD,los-angeles-dodgers,RP/CL,Pre-Arb,512000,0.21,632,janseke01,25,NL,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
3925,2013,KevinCorreia,MIN,minnesota-twins,SP,Vet,4500000,5.52,281,correke01,32,AL,5,10,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,0,0,3,0,0
3926,2013,KevinFrandsen,PHI,philadelphia-phillies,3B,Arb 1,850000,0.52,428,frandke01,31,NL,119,278,252,27,59,10,1,5,26,1,0,12,29,0.234,0.296,0.341,0.637,77,86,10,11,1,2,0
3927,2013,KevinGausman,BAL,baltimore-orioles,SP,Pre-Arb,348087,0.35,463,gausmke01,22,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
3928,2013,KevinGregg,CHC,chicago-cubs,RP,Vet,449836,0.45,514,greggke01,35,NL,58,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3929,2013,KevinJepsen,LAA,los-angeles-angels,RP,Pre-Arb,1181250,0.84,640,jepseke01,28,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
3930,2013,KevinPillar,TOR,toronto-blue-jays,CF,Pre-Arb,125846,0.1,1014,pillake01,24,AL,36,110,102,11,21,4,0,3,13,0,1,4,29,0.206,0.25,0.333,0.583,59,34,0,2,2,0,0
3931,2013,KevinSiegrist,STL,st.-louis-cardinals,RP,Pre-Arb,310601,0.26,1195,siegrke01,23,NL,42,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
3932,2013,KhrisDavis,MIL,milwaukee-brewers,LF,Pre-Arb,278469,0.32,314,daviskh01,25,NL,56,153,136,27,38,10,0,11,27,3,0,11,34,0.279,0.353,0.596,0.949,155,81,4,5,0,1,0
