,Year,Name,Tm,Team,Position,VetStatus,Salary,SalaryPerc,Rk,Code,Age,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
142,2009,ColbyRasmus,STL,st.-louis-cardinals,LF,Pre-Arb,400000,0.57,1022,rasmuco01,22,NL,147,520,474,72,119,22,2,16,52,3,1,36,95,0.251,0.307,0.407,0.714,89,193,5,3,5,2,3
143,2009,ColeHamels,PHI,philadelphia-phillies,SP,Pre-Arb,4350000,4.24,525,hamelco01,25,NL,30,69,61,6,9,3,0,0,5,1,0,1,29,0.148,0.161,0.197,0.358,-6,12,0,0,7,0,0
144,2009,CollinBalester,WSN,washington-nationals,RP,Pre-Arb,410000,1.41,69,balesco01,23,NL,7,11,8,0,1,0,0,0,0,0,0,1,2,0.125,0.222,0.125,0.347,-4,1,0,0,2,0,0
145,2009,ConorJackson,ARI,arizona-diamondbacks,1B,Arb 1,3050000,4.38,625,jacksco01,27,NL,30,110,99,8,18,4,0,1,14,5,0,11,16,0.182,0.264,0.253,0.516,35,25,1,0,0,0,0
146,2009,CoreyHart,MIL,milwaukee-brewers,RF,Arb 1,3250000,5.32,546,hartco01,27,NL,115,472,419,64,109,24,3,12,48,11,6,43,92,0.26,0.335,0.418,0.753,100,175,9,6,1,3,0
147,2009,CorkyMiller,CIN,cincinnati-reds,C,Pre-Arb,450000,0.82,836,milleco01,33,NL,21,69,56,4,10,1,0,1,10,0,0,9,14,0.179,0.299,0.25,0.549,47,14,1,1,2,1,0
148,2009,CraigCounsell,MIL,milwaukee-brewers,3B,Pre-Arb,1000000,1.64,288,counscr01,38,NL,130,459,404,61,115,22,8,4,39,3,4,42,54,0.285,0.357,0.408,0.766,104,165,12,6,3,4,0
149,2009,CraigGentry,TEX,texas-rangers,LF,Pre-Arb,400000,0.56,446,gentrcr01,25,AL,11,19,17,4,2,1,0,0,1,0,0,2,5,0.118,0.211,0.176,0.387,2,3,0,0,0,0,0
150,2009,CraigStammen,WSN,washington-nationals,RP,Pre-Arb,400000,1.37,1183,stammcr01,25,NL,18,37,31,1,6,3,0,0,4,0,0,2,10,0.194,0.242,0.29,0.533,41,9,0,0,4,0,0
151,2009,CraigTatum,CIN,cincinnati-reds,C,Pre-Arb,170491,0.31,1211,tatumcr01,26,NL,26,77,68,3,11,1,0,1,6,0,0,7,10,0.162,0.25,0.221,0.471,26,15,0,1,1,0,1
152,2009,CurtisGranderson,DET,detroit-tigers,RF,Vet,3525000,3.26,485,grandcu01,28,AL,160,710,631,91,157,23,8,30,71,20,6,72,141,0.249,0.327,0.453,0.78,102,286,1,2,3,2,4
153,2009,DaisukeMatsuzaka,BOS,boston-red-sox,SP,Pre-Arb,8333333,7.42,794,matsuda01,28,AL,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
154,2009,DallasBraden,OAK,oakland-athletics,RP,Pre-Arb,0,0,150,bradeda01,25,AL,2,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0
155,2009,DanHaren,ARI,arizona-diamondbacks,SP,Vet,7500000,10.78,542,harenda01,28,NL,35,87,73,6,18,5,0,1,10,0,0,3,22,0.247,0.269,0.356,0.625,61,26,2,0,9,2,0
156,2009,DanielBard,BOS,boston-red-sox,RP,Pre-Arb,400000,0.36,74,bardda01,24,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
157,2009,DanielMurphy,NYM,new-york-mets,2B,Pre-Arb,401000,0.37,880,murphda08,24,NL,155,556,508,60,135,38,4,12,63,4,2,38,69,0.266,0.313,0.427,0.741,96,217,13,0,4,6,4
158,2009,DanysBaez,BAL,baltimore-orioles,RP,Pre-Arb,7166668,12.71,54,baezda01,31,AL,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,428,1,0,0,0,0,0
159,2009,DaricBarton,OAK,oakland-athletics,1B,Pre-Arb,410000,0.66,83,bartoda02,23,AL,54,192,160,31,43,12,1,3,24,0,2,26,25,0.269,0.372,0.413,0.784,108,66,1,2,1,3,0
160,2009,DarrenODay,NYM,new-york-mets,RP,Pre-Arb,406000,0.37,902,odayda01,26,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
161,2009,DarrenOliver,LAA,los-angeles-angels,RP,Vet,3665000,3.53,912,oliveda02,38,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
162,2009,DaveBush,MIL,milwaukee-brewers,SP,Pre-Arb,4000000,6.54,189,bushda01,29,NL,19,40,34,2,4,0,0,0,0,0,0,4,16,0.118,0.211,0.118,0.328,-9,4,0,0,2,0,0
163,2009,DavidAardsma,SEA,seattle-mariners,RP,Vet,419000,0.48,1,aardsda01,27,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
164,2009,DavidDeJesus,KCR,kansas-city-royals,LF,Arb 2,3600000,7.94,313,dejesda01,29,AL,144,627,558,74,157,28,9,13,71,4,9,51,87,0.281,0.347,0.434,0.781,107,242,10,8,5,5,0
165,2009,DavidEckstein,SDP,san-diego-padres,SS,Pre-Arb,850000,2.68,357,eckstda01,34,NL,136,568,503,64,131,27,2,2,51,3,1,39,46,0.26,0.323,0.334,0.657,82,168,8,9,13,4,1
166,2009,DavidFreese,STL,st.-louis-cardinals,3B,Pre-Arb,400000,0.57,416,freesda01,26,NL,17,34,31,3,10,2,0,1,7,0,0,2,7,0.323,0.353,0.484,0.837,121,15,1,0,0,1,0
167,2009,DavidHuff,CLE,cleveland-indians,RP,Pre-Arb,390000,0.47,609,huffda01,24,AL,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,2,0,0
168,2009,DavidMurphy,TEX,texas-rangers,DH,Pre-Arb,424820,0.6,881,murphda07,27,AL,128,494,432,61,116,24,1,17,57,9,4,49,106,0.269,0.338,0.447,0.785,101,193,5,1,2,9,3
169,2009,DavidOrtiz,BOS,boston-red-sox,DH,Vet,12900000,11.49,918,ortizda01,33,AL,150,627,541,77,129,35,1,28,99,0,2,74,134,0.238,0.332,0.462,0.794,102,250,9,5,0,7,5
170,2009,DavidPrice,TBR,tampa-bay-rays,SP,Pre-Arb,1683333,4.24,1000,priceda01,23,AL,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,78,1,0,0,0,0,0
171,2009,DavidRobertson,NYY,new-york-yankees,RP,Pre-Arb,406825,0.19,1061,roberda08,24,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
172,2009,DavidRoss,ATL,atlanta-braves,C,Vet,1400000,1.71,1090,rossda01,32,NL,54,151,128,18,35,9,0,7,20,0,0,21,39,0.273,0.38,0.508,0.888,133,65,1,1,1,0,0
173,2009,DavidWright,NYM,new-york-mets,3B,Vet,7800000,7.19,1344,wrighda03,26,NL,144,618,535,88,164,39,3,10,72,27,9,74,140,0.307,0.39,0.447,0.837,124,239,16,3,0,6,8
174,2009,DelmonYoung,MIN,minnesota-twins,LF,Pre-Arb,1152000,1.82,1352,youngde03,23,AL,108,416,395,50,112,16,2,12,60,2,5,12,92,0.284,0.308,0.425,0.733,92,168,17,4,0,5,1
175,2009,DenardSpan,MIN,minnesota-twins,CF,Vet,435000,0.69,1175,spande01,25,AL,145,676,578,97,180,16,10,8,68,23,10,70,89,0.311,0.392,0.415,0.807,115,240,7,10,12,6,3
176,2009,DennysReyes,STL,st.-louis-cardinals,RP,Vet,1000000,1.43,1036,reyesde01,32,NL,72,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
177,2009,DerekHolland,TEX,texas-rangers,SP,Pre-Arb,400000,0.56,593,hollade01,22,AL,2,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,1,0,0
178,2009,DerekJeter,NYY,new-york-yankees,SS,Vet,20000000,9.1,636,jeterde01,35,AL,153,716,634,107,212,27,1,18,66,30,5,72,90,0.334,0.406,0.465,0.871,125,295,18,5,4,1,4
179,2009,DerekLowe,ATL,atlanta-braves,SP,Vet,15000000,18.37,745,lowede01,36,NL,32,70,54,6,12,0,0,0,1,0,0,4,16,0.222,0.276,0.222,0.498,35,12,1,0,12,0,0
180,2009,DexterFowler,COL,colorado-rockies,CF,Pre-Arb,401000,0.59,397,fowlede01,23,NL,135,518,433,73,115,29,10,4,34,27,10,67,116,0.266,0.363,0.406,0.77,94,176,4,1,14,3,1
181,2009,DionerNavarro,TBR,tampa-bay-rays,C,Pre-Arb,2100000,5.29,888,navardi01,25,AL,115,410,376,38,82,15,0,8,32,5,2,18,51,0.218,0.261,0.322,0.583,54,121,14,5,8,3,1
182,2009,DJCarrasco,CHW,chicago-white-sox,RP,Pre-Arb,440000,0.48,225,carradj01,32,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
183,2009,DonnieVeal,PIT,pittsburgh-pirates,RP,Pre-Arb,400000,0.67,1269,vealdo01,24,NL,19,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0
184,2009,DontrelleWillis,DET,detroit-tigers,SP,Vet,10000000,9.25,1321,willido03,27,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
185,2009,DougDavis,ARI,arizona-diamondbacks,SP,Vet,8750000,12.58,308,davisdo02,33,NL,32,69,63,2,10,1,1,0,3,0,0,0,21,0.159,0.159,0.206,0.365,-6,13,1,0,6,0,0
186,2009,DougSlaten,ARI,arizona-diamondbacks,RP,Pre-Arb,422500,0.61,1155,slatedo01,29,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
187,2009,DustinPedroia,BOS,boston-red-sox,2B,Vet,1750000,1.56,953,pedrodu01,25,AL,154,714,626,115,185,48,1,15,72,20,8,74,45,0.296,0.371,0.447,0.819,110,280,19,5,3,6,3
188,2009,EdgarGonzalez,OAK,oakland-athletics,RP,Pre-Arb,400000,0.65,471,gonzaed01,26,AL,3,2,2,0,2,0,0,0,0,0,0,0,0,1,1,1,2,435,2,0,0,0,0,0
189,2009,EdgarGonzalez,SDP,san-diego-padres,2B,Pre-Arb,407300,1.28,472,gonzaed02,31,NL,82,169,153,16,33,8,2,4,18,1,2,11,36,0.216,0.278,0.373,0.651,78,57,5,3,0,2,0
190,2009,EdgarRenteria,SFG,san-francisco-giants,SS,Pre-Arb,8000000,13.14,1032,renteed01,32,NL,124,510,460,50,115,19,1,5,48,7,2,39,69,0.25,0.307,0.328,0.635,67,151,17,1,5,5,5
191,2009,EdinsonVolquez,CIN,cincinnati-reds,SP,Pre-Arb,440000,0.8,1282,volqued01,25,NL,9,19,16,0,1,0,0,0,0,0,0,0,8,0.063,0.063,0.063,0.125,-67,1,0,0,3,0,0
192,2009,EdwinEncarnacion,TOR,toronto-blue-jays,DH,Arb 1,735135,1.05,366,encared01,26,AL,42,173,154,25,37,5,1,8,23,1,0,13,29,0.24,0.306,0.442,0.748,94,68,2,3,0,3,0
193,2009,EdwinJackson,DET,detroit-tigers,SP,Vet,2300000,2.13,626,jacksed01,25,AL,2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0
194,2009,EdwinMaysonet,HOU,houston-astros,2B,Pre-Arb,400000,0.47,800,maysoed01,27,NL,39,79,69,9,20,2,0,1,7,0,0,5,19,0.29,0.333,0.362,0.696,86,25,1,0,4,1,0
195,2009,EliWhiteside,SFG,san-francisco-giants,C,Pre-Arb,295081,0.48,1317,whiteel03,29,NL,49,134,127,15,29,6,1,2,13,0,0,4,30,0.228,0.269,0.339,0.607,58,43,4,3,0,0,1
196,2009,ElvisAndrus,TEX,texas-rangers,SS,Pre-Arb,400000,0.56,27,andruel01,20,AL,145,541,480,72,128,17,8,6,40,33,6,40,77,0.267,0.329,0.373,0.702,82,179,4,6,12,3,0
197,2009,EmmanuelBurriss,SFG,san-francisco-giants,SS,Pre-Arb,404000,0.66,186,burriem01,24,NL,61,220,202,18,48,6,0,0,13,11,4,14,34,0.238,0.292,0.267,0.56,48,54,3,2,1,1,1
198,2009,EndyChavez,SEA,seattle-mariners,LF,Arb 3,2050000,2.33,248,chaveen01,31,AL,54,182,161,17,44,3,1,2,13,9,1,14,22,0.273,0.328,0.342,0.669,82,55,4,0,5,2,1
199,2009,EricChavez,OAK,oakland-athletics,3B,Vet,11428571,18.52,249,chaveer01,31,AL,8,31,30,0,3,1,0,0,1,0,0,1,7,0.1,0.129,0.133,0.262,-30,4,0,0,0,0,0
200,2009,ErickAybar,LAA,los-angeles-angels,SS,Pre-Arb,485000,0.47,50,aybarer01,25,AL,137,556,504,70,157,23,9,5,58,14,7,30,54,0.312,0.353,0.423,0.776,104,213,9,5,12,5,1
201,2009,EricOFlaherty,ATL,atlanta-braves,RP,Pre-Arb,400000,0.49,904,oflaher01,24,NL,74,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
202,2009,EricPatterson,OAK,oakland-athletics,LF,Pre-Arb,405000,0.66,943,patteer01,26,AL,39,110,94,15,27,5,1,1,11,6,1,14,25,0.287,0.373,0.394,0.766,104,37,0,0,0,2,0
203,2009,EricStults,LAD,los-angeles-dodgers,SP,Pre-Arb,402000,0.4,1194,stulter01,29,NL,11,21,15,1,1,0,0,0,2,0,0,3,8,0.067,0.211,0.067,0.277,-20,1,0,0,2,1,0
204,2009,ErnestoFrieri,SDP,san-diego-padres,RP,Pre-Arb,400000,1.26,417,frierer01,23,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
205,2009,EsmilRogers,COL,colorado-rockies,RP,Pre-Arb,400000,0.59,1076,rogeres01,23,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
206,2009,EugenioVelez,SFG,san-francisco-giants,2B,Pre-Arb,404000,0.66,1271,velezeu01,27,NL,84,307,285,40,76,13,5,5,31,11,5,16,55,0.267,0.308,0.4,0.708,84,114,6,2,2,2,1
207,2009,EvanLongoria,TBR,tampa-bay-rays,3B,Vet,625000,1.58,734,longoev01,23,AL,157,671,584,100,164,44,0,33,113,9,0,72,140,0.281,0.364,0.526,0.889,133,307,27,8,0,7,11
208,2009,EvanMeek,PIT,pittsburgh-pirates,RP,Pre-Arb,400500,0.67,819,meekev01,26,NL,39,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
209,2009,EverthCabrera,SDP,san-diego-padres,SS,Pre-Arb,400000,1.26,199,cabreev01,22,NL,103,438,377,59,96,18,8,2,31,25,8,46,88,0.255,0.342,0.361,0.703,95,136,3,5,8,2,5
210,2009,FelipeLopez,MIL,milwaukee-brewers,SS,Pre-Arb,1513513,2.48,739,lopezfe01,29,NL,66,297,259,44,83,20,2,3,32,0,3,37,41,0.32,0.407,0.448,0.855,128,116,3,1,0,0,1
211,2009,FelipePaulino,HOU,houston-astros,SP,Pre-Arb,405000,0.47,946,paulife01,25,NL,23,28,25,0,1,0,0,0,0,0,0,0,16,0.04,0.04,0.04,0.08,-79,1,0,0,3,0,0
212,2009,FelixHernandez,SEA,seattle-mariners,SP,Arb 1,3875000,4.41,570,hernafe02,23,AL,2,7,6,1,0,0,0,0,0,0,0,1,3,0,0.143,0,0.143,-56,0,0,0,0,0,0
213,2009,FelixPie,BAL,baltimore-orioles,CF,Pre-Arb,410000,0.73,985,piefe01,24,AL,101,281,252,38,67,10,3,9,29,1,3,24,58,0.266,0.326,0.437,0.763,98,110,6,0,2,3,1
214,2009,FernandoRodney,DET,detroit-tigers,RP/CL,Arb 3,2700000,2.5,1064,rodnefe01,32,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
215,2009,FranciscoCervelli,NYY,new-york-yankees,C,Pre-Arb,400700,0.18,245,cervefr01,23,AL,42,101,94,13,28,4,0,1,11,0,3,2,11,0.298,0.309,0.372,0.682,75,35,1,0,4,1,0
216,2009,FranciscoCordero,CIN,cincinnati-reds,RP,Pre-Arb,12125000,22.14,279,cordefr01,34,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
217,2009,FranciscoLiriano,MIN,minnesota-twins,RP,Pre-Arb,430000,0.68,729,liriafr01,25,AL,2,6,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,1,0,0
218,2009,FranciscoRodriguez,NYM,new-york-mets,RP,,9166667,8.45,1066,rodrifr03,27,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
219,2009,FrankFrancisco,TEX,texas-rangers,RP,Arb 2,161500,0.23,403,francfr01,29,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
220,2009,FranklinGutierrez,SEA,seattle-mariners,CF,Vet,455000,0.52,505,gutiefr01,26,AL,153,629,565,85,160,24,1,18,70,16,5,46,122,0.283,0.339,0.425,0.764,105,240,14,3,13,2,3
221,2009,FranklinMorales,COL,colorado-rockies,RP,Pre-Arb,402000,0.59,858,moralfr01,23,NL,40,5,5,0,2,0,0,0,1,0,0,0,2,0.4,0.4,0.4,0.8,103,2,0,0,0,0,0
222,2009,FreddySanchez,SFG,san-francisco-giants,2B,Vet,6100000,10.02,1118,sanchfr01,31,NL,25,107,102,11,29,1,0,1,7,0,0,2,16,0.284,0.295,0.324,0.619,62,33,3,0,2,1,0
223,2009,FredLewis,SFG,san-francisco-giants,LF,Pre-Arb,440000,0.72,719,lewisfr02,28,NL,122,336,295,49,76,21,3,4,20,8,4,36,84,0.258,0.348,0.39,0.738,93,115,4,5,0,0,3
224,2009,GarrettJones,PIT,pittsburgh-pirates,RF,Pre-Arb,400000,0.67,654,jonesga02,28,NL,82,358,314,45,92,21,1,21,44,10,2,40,76,0.293,0.372,0.567,0.938,146,178,6,1,0,3,8
225,2009,GavinFloyd,CHW,chicago-white-sox,RP,Vet,750000,0.82,393,floydga01,26,AL,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,2,0,0
226,2009,GeoffBlum,HOU,houston-astros,SS,Vet,1250000,1.46,136,blumge01,36,NL,120,427,381,34,94,14,1,10,49,0,1,33,61,0.247,0.314,0.367,0.681,81,140,9,7,0,6,4
227,2009,GeorgeKottaras,BOS,boston-red-sox,C,Pre-Arb,400000,0.36,687,kottage01,26,AL,45,107,93,15,22,11,0,1,10,0,0,11,25,0.237,0.308,0.387,0.696,78,36,1,0,0,3,0
228,2009,GeorgeSherrill,BAL,baltimore-orioles,RP,Arb 2,2750000,4.88,1146,sherrge01,32,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
229,2009,GeovanySoto,CHC,chicago-cubs,C,Pre-Arb,575000,0.49,1173,sotoge01,26,NL,102,389,331,27,72,19,1,11,47,1,0,50,77,0.218,0.321,0.381,0.702,80,126,19,3,0,5,3
230,2009,GeraldLaird,DET,detroit-tigers,C,Vet,2900000,2.68,694,lairdge01,29,AL,135,477,413,49,93,23,2,4,33,5,0,40,68,0.225,0.306,0.32,0.626,65,132,11,10,10,4,0
231,2009,GerardoParra,ARI,arizona-diamondbacks,LF,Pre-Arb,400000,0.58,938,parrage01,22,NL,120,491,455,59,132,21,8,5,60,5,7,25,89,0.29,0.324,0.404,0.729,88,184,18,1,4,6,1
232,2009,GlenPerkins,MIN,minnesota-twins,RP,Pre-Arb,430000,0.68,976,perkigl01,26,AL,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,2,0,0
233,2009,GordonBeckham,CHW,chicago-white-sox,2B,Pre-Arb,271739,0.3,93,beckhgo01,22,AL,103,430,378,58,102,28,1,14,63,7,4,41,65,0.27,0.347,0.46,0.808,106,174,10,6,1,4,0
234,2009,GradySizemore,CLE,cleveland-indians,RF,Vet,4766667,5.74,1154,sizemgr01,26,AL,106,503,436,73,108,20,6,18,64,13,8,60,92,0.248,0.343,0.445,0.788,110,194,4,4,2,1,1
235,2009,GrantBalfour,TBR,tampa-bay-rays,RP,Arb 2,1400000,3.53,70,balfogr01,31,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
236,2009,GregBurke,SDP,san-diego-padres,RP,Pre-Arb,309677,0.98,176,burkegr01,26,NL,44,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
237,2009,GregDobbs,PHI,philadelphia-phillies,1B,Arb 1,1150000,1.12,336,dobbsgr01,30,NL,97,169,154,15,38,6,0,5,20,1,0,11,29,0.247,0.296,0.383,0.679,77,59,2,1,0,3,1
238,2009,GregorBlanco,ATL,atlanta-braves,RF,Pre-Arb,415000,0.51,131,blancgr01,25,NL,24,48,43,5,8,0,1,0,1,2,0,4,9,0.186,0.255,0.233,0.488,31,10,1,0,1,0,0
239,2009,GuillermoMota,LAD,los-angeles-dodgers,RP,Vet,2350000,2.33,872,motagu01,35,NL,58,4,3,0,1,0,0,0,1,0,0,0,1,0.333,0.333,0.333,0.667,81,1,0,0,1,0,0
240,2009,HeathBell,SDP,san-diego-padres,RP,Arb 1,1255000,3.95,99,bellhe01,31,NL,65,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0
241,2009,HenryBlanco,SDP,san-diego-padres,C,Vet,750000,2.36,132,blanche01,37,NL,67,232,204,21,48,12,0,6,16,0,0,26,50,0.235,0.32,0.382,0.703,93,78,5,0,1,1,2
242,2009,HidekiMatsui,NYY,new-york-yankees,DH,Pre-Arb,13000000,5.91,792,matsuhi01,35,AL,142,528,456,62,125,21,1,28,90,0,1,64,75,0.274,0.367,0.509,0.876,123,232,4,4,0,2,1
243,2009,HidekiOkajima,BOS,boston-red-sox,RP,Pre-Arb,1750000,1.56,911,okajihi01,33,AL,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
244,2009,HirokiKuroda,LAD,los-angeles-dodgers,SP,Pre-Arb,12433333,12.35,691,kurodhi01,34,NL,19,39,28,1,4,0,0,0,0,0,0,2,11,0.143,0.2,0.143,0.343,-5,4,0,0,9,0,0
245,2009,HomerBailey,CIN,cincinnati-reds,SP,Pre-Arb,400500,0.73,56,baileho02,23,NL,21,43,38,0,3,0,0,0,2,0,0,0,17,0.079,0.079,0.079,0.158,-58,3,1,0,5,0,0
246,2009,HowieKendrick,LAA,los-angeles-angels,LF,Pre-Arb,465000,0.45,667,kendrho01,25,AL,105,400,374,61,109,21,3,10,61,11,4,20,71,0.291,0.334,0.444,0.778,104,166,8,4,2,0,1
247,2009,HumbertoQuintero,HOU,houston-astros,C,Arb 1,610000,0.71,1009,quinthu01,29,NL,60,168,157,11,37,8,1,4,14,0,0,7,41,0.236,0.286,0.376,0.662,75,59,8,4,0,0,1
248,2009,HunterPence,HOU,houston-astros,LF,Pre-Arb,464000,0.54,961,pencehu01,26,NL,159,647,585,76,165,26,5,25,72,14,11,58,109,0.282,0.346,0.472,0.818,116,276,25,1,0,3,1
249,2009,HustonStreet,COL,colorado-rockies,RP,Arb 2,450000,0.66,1192,streehu01,25,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
250,2009,IanDesmond,WSN,washington-nationals,LF,Pre-Arb,400000,1.37,324,desmoia01,23,NL,21,89,82,9,23,7,2,4,12,1,0,5,14,0.28,0.318,0.561,0.879,128,46,2,0,1,1,0
251,2009,IanKinsler,TEX,texas-rangers,2B,Vet,3200000,4.49,677,kinslia01,27,AL,144,640,566,101,143,32,4,31,86,31,5,59,77,0.253,0.327,0.488,0.814,107,276,9,6,3,6,0
252,2009,IanStewart,COL,colorado-rockies,2B,Pre-Arb,404000,0.6,1189,stewaia01,24,NL,147,491,425,74,97,19,3,25,70,7,4,56,138,0.228,0.322,0.464,0.785,95,197,7,5,0,5,3
253,2009,IchiroSuzuki,SEA,seattle-mariners,RF,Vet,18000000,20.47,1198,suzukic01,35,AL,146,678,639,88,225,31,4,11,46,26,9,32,71,0.352,0.386,0.465,0.851,129,297,1,4,2,1,15
254,2009,IvanRodriguez,HOU,houston-astros,C,Vet,1500000,1.75,1069,rodriiv01,37,NL,93,344,327,41,82,15,2,8,34,0,2,13,74,0.251,0.28,0.382,0.662,75,125,13,1,1,2,0
255,2009,JackCust,OAK,oakland-athletics,DH,Pre-Arb,2800000,4.54,301,custja01,30,AL,149,612,513,88,123,16,0,25,70,4,1,93,185,0.24,0.356,0.417,0.773,105,214,7,2,0,4,5
256,2009,JackHannahan,OAK,oakland-athletics,1B,Pre-Arb,410000,0.66,531,hannaja01,29,AL,52,134,119,12,23,6,2,1,8,0,0,13,36,0.193,0.278,0.303,0.581,55,36,2,1,1,0,0
257,2009,JackWilson,PIT,pittsburgh-pirates,2B,Vet,7400000,12.41,1327,wilsoja02,31,NL,75,286,266,26,71,18,1,4,31,2,1,15,31,0.267,0.304,0.387,0.691,83,103,4,0,3,2,2
258,2009,JacobyEllsbury,BOS,boston-red-sox,CF,Pre-Arb,449500,0.4,362,ellsbja01,25,AL,153,693,624,94,188,27,10,8,60,70,12,49,74,0.301,0.355,0.415,0.77,98,259,13,6,6,6,3
259,2009,JAHapp,PHI,philadelphia-phillies,SP,Pre-Arb,405000,0.39,538,happja01,26,NL,33,51,43,2,4,1,0,0,1,0,0,1,15,0.093,0.114,0.116,0.23,-39,5,0,0,7,0,0
260,2009,JairJurrjens,ATL,atlanta-braves,SP,Pre-Arb,450000,0.55,658,jurrjja01,23,NL,35,80,65,7,8,2,0,0,4,0,0,8,24,0.123,0.219,0.154,0.373,2,10,0,0,7,0,0
261,2009,JakePeavy,SDP,san-diego-padres,RP,Vet,11000000,34.64,952,peavyja01,28,NL,13,28,23,2,2,0,0,0,0,0,0,1,4,0.087,0.125,0.087,0.212,-40,2,1,0,4,0,0
262,2009,JamesLoney,LAD,los-angeles-dodgers,1B,Pre-Arb,465000,0.46,733,loneyja01,25,NL,158,652,576,73,162,25,2,13,90,7,3,70,68,0.281,0.357,0.399,0.756,104,230,16,0,1,4,10
263,2009,JamesMcDonald,LAD,los-angeles-dodgers,SP,Pre-Arb,400750,0.4,810,mcdonja03,24,NL,44,10,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,-100,0,1,0,1,0,0
264,2009,JamesShields,TBR,tampa-bay-rays,SP,Vet,1500000,3.78,1148,shielja02,27,AL,2,5,4,0,0,0,0,0,0,0,0,1,2,0,0.2,0,0.2,-40,0,0,0,0,0,0
265,2009,JameyCarroll,CLE,cleveland-indians,2B,Vet,2500000,3.01,228,carroja01,35,AL,93,358,315,53,87,10,2,2,26,4,2,36,63,0.276,0.355,0.34,0.695,89,107,8,3,3,1,0
266,2009,JameyWright,KCR,kansas-city-royals,RP,Vet,800000,1.76,1345,wrighja01,34,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
267,2009,JamieMoyer,PHI,philadelphia-phillies,SP,Pre-Arb,6500000,6.34,874,moyerja01,46,NL,28,59,42,2,5,0,0,0,2,0,0,6,21,0.119,0.24,0.119,0.359,-1,5,1,1,9,1,0
